evidence_id,source_phase,source_file,model_family,model_name,candidate_id,algorithm_regime,task,evaluation_level,split_regime,prefix_type,prefix_value,evidence_budget,feature_family,calibrator,threshold_policy,threshold_source,accumulator,stopping_policy,clean_or_oracle,official_claim_allowed,benchmark_relative_claim_allowed,n_predictions,n_readers,n_trials,n_prefix_rows,coverage,AUROC,PR_AUC,balanced_accuracy,macro_F1,Brier,RMSE,MAE,R2,calibration_intercept,calibration_slope,CI_low,CI_high,p_value,notes
OperatingPointAdaptation_v1_oracle_diagnostic_0000_00089,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,AutoResearch_D3_FinalReaderProfile,autoresearch_d3_final_reader_profile__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,LOPO,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,57.0,,,,,0.8947368421052632,0.8640879080588109,0.868421052631579,0.8492063492063492,0.115941634094159,,,,-0.5321293920730354,0.8693048353453224,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0001_00090,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,AutoResearch_D3_FinalReaderProfile,autoresearch_d3_final_reader_profile__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,LOPO,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,57.0,,,,,0.8947368421052632,0.8640879080588109,0.868421052631579,0.8492063492063492,0.115941634094159,,,,-0.5321293920730354,0.8693048353453224,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0002_00091,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,AutoResearch_D3_FinalReaderProfile,autoresearch_d3_final_reader_profile__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,LOPO,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,57.0,,,,,0.8947368421052632,0.8640879080588109,0.8421052631578947,0.8421052631578947,0.115941634094159,,,,-0.5321293920730354,0.8693048353453224,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0003_00092,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,BenchmarkBridge_D3_FullData,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,242.0,,,,,0.7955274671852212,0.5190186808837781,0.7502673796791444,0.7148855043591886,0.1773612581754122,,,,-1.143616405610994,0.5648873635960451,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0004_00093,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,BenchmarkBridge_D3_FullData,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,242.0,,,,,0.7955274671852212,0.5190186808837781,0.7577540106951872,0.7463844057849507,0.1773612581754122,,,,-1.143616405610994,0.5648873635960451,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0005_00094,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,BenchmarkBridge_D3_FullData,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,242.0,,,,,0.7955274671852212,0.5190186808837781,0.7379679144385027,0.6910468659912692,0.1773612581754123,,,,-1.143616405610994,0.5648873635960451,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0006_00095,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,BenchmarkBridge_D3_FullData,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader_and_text,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,44.0,,,,,0.7916666666666666,0.6050739698751378,0.7552083333333333,0.7485714285714286,0.1794717774613309,,,,-0.8515100405393039,0.5629228265670446,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0007_00096,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,BenchmarkBridge_D3_FullData,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader_and_text,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,44.0,,,,,0.7916666666666666,0.6050739698751378,0.7708333333333333,0.7708333333333333,0.1794717774613309,,,,-0.8515100405393039,0.5629228265670446,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0008_00097,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,BenchmarkBridge_D3_FullData,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader_and_text,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,44.0,,,,,0.7916666666666666,0.6050739698751378,0.90625,0.8482758620689655,0.1794717774613309,,,,-0.8515100405393039,0.5629228265670446,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0009_00098,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,BenchmarkBridge_D3_FullData,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_text,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,242.0,,,,,0.8284880894506563,0.5547798448721939,0.7711229946524064,0.731684434968017,0.1675926494208323,,,,-1.1637554856539192,0.690965279906972,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0010_00099,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,BenchmarkBridge_D3_FullData,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_text,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,242.0,,,,,0.8284880894506563,0.5547798448721939,0.7711229946524064,0.731684434968017,0.1675926494208323,,,,-1.1637554856539192,0.690965279906972,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0011_00100,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,BenchmarkBridge_D3_FullData,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_text,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,242.0,,,,,0.8284880894506563,0.5547798448721939,0.8614973262032085,0.8168371429189283,0.1675926494208324,,,,-1.1637554856539192,0.6909652799069721,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0012_00101,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_EyeBench_Lite,candidate_0000,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader,,,,D3_EyeBench_Lite,,,,,,oracle,False,False,3554.0,,,,,0.796404333960664,0.492661680738613,0.7306578924593556,0.6485955736531412,0.1906407989566722,,,,-1.3471230589673289,0.5273593980341867,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0013_00102,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_EyeBench_Lite,candidate_0000,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader,,,,D3_EyeBench_Lite,,,,,,oracle,False,False,3554.0,,,,,0.796404333960664,0.492661680738613,0.731032840591141,0.6648679392681647,0.1906407989566722,,,,-1.3471230589673289,0.5273593980341867,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0014_00103,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_EyeBench_Lite,candidate_0000,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader,,,,D3_EyeBench_Lite,,,,,,oracle,False,False,3554.0,,,,,0.796404333960664,0.492661680738613,0.7463495770313745,0.6719034853780717,0.1906407989566722,,,,-1.3471230589673289,0.5273593980341867,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0015_00104,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_EyeBench_Lite,candidate_0000,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader_and_text,,,,D3_EyeBench_Lite,,,,,,oracle,False,False,1228.0,,,,,0.7149420133907222,0.560540148988024,0.6480631276901004,0.6189574078912987,0.2157847375437545,,,,-0.6725320101157652,0.5194456542178406,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0016_00105,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_EyeBench_Lite,candidate_0000,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader_and_text,,,,D3_EyeBench_Lite,,,,,,oracle,False,False,1228.0,,,,,0.7149420133907222,0.560540148988024,0.6570540411286466,0.6422371097037971,0.2157847375437545,,,,-0.6725320101157652,0.5194456542178406,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0017_00106,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_EyeBench_Lite,candidate_0000,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader_and_text,,,,D3_EyeBench_Lite,,,,,,oracle,False,False,1228.0,,,,,0.7149420133907222,0.560540148988024,0.7224832615973218,0.706044803784843,0.2157847375437545,,,,-0.6725320101157652,0.5194456542178406,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0018_00107,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_EyeBench_Lite,candidate_0000,oracle_diagnostic,CopCo_TYP,trial_level,unseen_text,,,,D3_EyeBench_Lite,,,,,,oracle,False,False,3554.0,,,,,0.8037456452920501,0.4882081362343988,0.7328710922241418,0.6467289727957837,0.1851942330719136,,,,-1.3141990545612252,0.5487686943891612,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0019_00108,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_EyeBench_Lite,candidate_0000,oracle_diagnostic,CopCo_TYP,trial_level,unseen_text,,,,D3_EyeBench_Lite,,,,,,oracle,False,False,3554.0,,,,,0.8037456452920501,0.4882081362343988,0.7350487385790518,0.6418091457924526,0.1851942330719136,,,,-1.3141990545612252,0.5487686943891612,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0020_00109,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_EyeBench_Lite,candidate_0000,oracle_diagnostic,CopCo_TYP,trial_level,unseen_text,,,,D3_EyeBench_Lite,,,,,,oracle,False,False,3554.0,,,,,0.8037456452920501,0.4882081362343988,0.7775212630442421,0.6858140322069541,0.1851942330719136,,,,-1.3141990545612252,0.5487686943891612,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0021_00110,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,3554.0,,,,,0.6717077659406754,0.409135869657341,0.6306983110726885,0.5781140138613681,0.2199160771335113,,,,-1.2774335948138913,0.7693790571458392,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0022_00111,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,3554.0,,,,,0.6717077659406754,0.409135869657341,0.6367840256658195,0.6001146399456522,0.2199160771335113,,,,-1.2774335948138913,0.7693790571458392,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0023_00112,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,3554.0,,,,,0.6717077659406754,0.409135869657341,0.647036974142847,0.6326257330208522,0.2199160771335113,,,,-1.2774335948138913,0.7693790571458392,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0024_00113,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader_and_text,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,1228.0,,,,,0.6317745695839312,0.5177738043808358,0.6057030129124821,0.5916776283457519,0.2318111667001332,,,,-0.6891994630324927,0.5975807276646246,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0025_00114,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader_and_text,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,1228.0,,,,,0.6317745695839312,0.5177738043808358,0.607681731229077,0.6115749216421129,0.2318111667001332,,,,-0.6891994630324927,0.5975807276646246,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0026_00115,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader_and_text,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,1228.0,,,,,0.6317745695839312,0.5177738043808358,0.6329268292682927,0.6338766217339453,0.2318111667001332,,,,-0.6891994630324927,0.5975807276646246,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0027_00116,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_text,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,3554.0,,,,,0.6829267379886782,0.4162923420881417,0.6355724028818845,0.5822613024357376,0.2172196044167465,,,,-1.2801645319649284,0.8346405481164287,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0028_00117,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_text,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,3554.0,,,,,0.6829267379886782,0.4162923420881417,0.6406878836318183,0.5701404542480316,0.2172196044167465,,,,-1.2801645319649284,0.8346405481164287,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0029_00118,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_text,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,3554.0,,,,,0.6829267379886782,0.4162923420881417,0.6540952616192988,0.5880636419736525,0.2172196044167465,,,,-1.2801645319649284,0.8346405481164287,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0030_00119,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,Phase4_D3_ReaderProfile,phase4_d3_reader_profile__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,LOPO,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,57.0,,,,,0.8947368421052632,0.8640879080588109,0.868421052631579,0.8492063492063492,0.115941634094159,,,,-0.5321293920730354,0.8693048353453224,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0031_00120,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,Phase4_D3_ReaderProfile,phase4_d3_reader_profile__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,LOPO,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,57.0,,,,,0.8947368421052632,0.8640879080588109,0.868421052631579,0.8492063492063492,0.115941634094159,,,,-0.5321293920730354,0.8693048353453224,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0032_00121,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,Phase4_D3_ReaderProfile,phase4_d3_reader_profile__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,LOPO,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,57.0,,,,,0.8947368421052632,0.8640879080588109,0.8421052631578947,0.8421052631578947,0.115941634094159,,,,-0.5321293920730354,0.8693048353453224,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0033_00122,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,BenchmarkBridge_D3_FullData,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,57.0,,,,,0.8961218836565096,0.8737669012394285,0.868421052631579,0.8782051282051282,0.1325857880206321,,,,-0.607195691594816,2.025916446083834,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0034_00123,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,BenchmarkBridge_D3_FullData,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader_and_text,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,34.0,,,,,0.8541666666666666,0.773968253968254,0.8083333333333333,0.8174006444683136,0.1501092056831028,,,,-0.7653116144454498,0.9591521447069388,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0035_00124,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,BenchmarkBridge_D3_FullData,benchmark_bridge_d3_full_data__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_text,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,57.0,,,,,0.92797783933518,0.9007604344325302,0.868421052631579,0.8492063492063492,0.1228039242783269,,,,-0.6788071890724431,2.5222495090969845,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0036_00125,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_EyeBench_Lite,candidate_0000,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader,,,,D3_EyeBench_Lite,,,,,,oracle,False,False,55.0,,,,,0.8468468468468469,0.733418232973587,0.8108108108108107,0.7433333333333334,0.1783118922796277,,,,-0.8653818164119431,0.9738001555526982,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0037_00126,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_EyeBench_Lite,candidate_0000,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader_and_text,,,,D3_EyeBench_Lite,,,,,,oracle,False,False,39.0,,,,,0.7792207792207793,0.6481835158305747,0.7678571428571428,0.6631229235880398,0.1892822556437215,,,,-0.7846743632234763,1.1337509907178465,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0038_00127,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_EyeBench_Lite,candidate_0000,oracle_diagnostic,CopCo_TYP,trial_level,unseen_text,,,,D3_EyeBench_Lite,,,,,,oracle,False,False,55.0,,,,,0.8543543543543543,0.7367202073032064,0.7972972972972974,0.7258225324027916,0.1684804015343214,,,,-0.7918180597358998,1.3010053919213862,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0039_00128,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,55.0,,,,,0.8123123123123123,0.7771532412449913,0.7657657657657657,0.7695238095238095,0.2015871995935183,,,,-0.6096119244946412,4.149824943777067,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0040_00129,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_reader_and_text,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,39.0,,,,,0.724025974025974,0.606610449601454,0.7646103896103896,0.7719298245614035,0.2117497181425215,,,,-0.8143630142475192,2.099270085404947,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
OperatingPointAdaptation_v1_oracle_diagnostic_0041_00130,OperatingPointAdaptation_v1,analysis/operating_point_adaptation_v1/test_oracle_threshold_metrics.csv,D3,D3_FullFeature_EyeBenchFolds,official_alignment_d3_full_feature__D3_dfm_residual_gaze_only__logistic_regression,oracle_diagnostic,CopCo_TYP,trial_level,unseen_text,,,,D3_dfm_residual_gaze_only,,,,,,oracle,False,False,55.0,,,,,0.8483483483483484,0.7790676472160216,0.8085585585585586,0.7861435136090491,0.199765960047432,,,,-0.45909628219812,5.126184364733057,,,,Test-label oracle diagnostic threshold; not clean benchmark evidence.
